year,predicted_score,country_code,country_name
2039,67.26,GRL,Greenland
2040,67.62,GRL,Greenland
2024,79.02,GTM,Guatemala
2025,75.72,GTM,Guatemala
2026,69.65,GTM,Guatemala
2027,60.34,GTM,Guatemala
2028,60.52,GTM,Guatemala
2029,60.86,GTM,Guatemala
2030,61.2,GTM,Guatemala
2031,61.55,GTM,Guatemala
2032,61.9,GTM,Guatemala
2033,62.27,GTM,Guatemala
2034,62.64,GTM,Guatemala
2035,63.01,GTM,Guatemala
2036,63.38,GTM,Guatemala
2037,63.75,GTM,Guatemala
2038,64.13,GTM,Guatemala
2039,64.51,GTM,Guatemala
2040,64.88,GTM,Guatemala
2024,5.71,GUM,Guam
2025,5.71,GUM,Guam
2026,5.71,GUM,Guam
2027,5.71,GUM,Guam
2028,5.71,GUM,Guam
2029,59.89,GUM,Guam
2030,60.28,GUM,Guam
2031,60.66,GUM,Guam
2032,61.04,GUM,Guam
2033,61.42,GUM,Guam
2034,61.79,GUM,Guam
2035,62.16,GUM,Guam
2036,62.52,GUM,Guam
2037,62.88,GUM,Guam
2038,63.23,GUM,Guam
2039,63.58,GUM,Guam
2040,63.93,GUM,Guam
2024,5.71,GUY,Guyana
2025,5.71,GUY,Guyana
2026,5.71,GUY,Guyana
2027,5.71,GUY,Guyana
2028,5.71,GUY,Guyana
2029,60.92,GUY,Guyana
2030,61.32,GUY,Guyana
2031,61.71,GUY,Guyana
2032,62.1,GUY,Guyana
2033,62.49,GUY,Guyana
2034,62.87,GUY,Guyana
2035,63.24,GUY,Guyana
2036,63.61,GUY,Guyana
2037,63.98,GUY,Guyana
2038,64.34,GUY,Guyana
2039,64.7,GUY,Guyana
2040,65.06,GUY,Guyana
2024,36.68,HKG,"Hong Kong SAR, China"
2025,41.9,HKG,"Hong Kong SAR, China"
2026,48.42,HKG,"Hong Kong SAR, China"
2027,55.87,HKG,"Hong Kong SAR, China"
2028,56.22,HKG,"Hong Kong SAR, China"
2029,56.64,HKG,"Hong Kong SAR, China"
2030,57.07,HKG,"Hong Kong SAR, China"
2031,57.49,HKG,"Hong Kong SAR, China"
2032,57.92,HKG,"Hong Kong SAR, China"
2033,58.35,HKG,"Hong Kong SAR, China"
2034,58.78,HKG,"Hong Kong SAR, China"
2035,59.22,HKG,"Hong Kong SAR, China"
2036,59.66,HKG,"Hong Kong SAR, China"
2037,60.1,HKG,"Hong Kong SAR, China"
2038,60.54,HKG,"Hong Kong SAR, China"
2039,60.98,HKG,"Hong Kong SAR, China"
2040,61.42,HKG,"Hong Kong SAR, China"
2024,73.36,HND,Honduras
2025,71.01,HND,Honduras
2026,66.24,HND,Honduras
2027,60.24,HND,Honduras
2028,60.42,HND,Honduras
2029,60.74,HND,Honduras
2030,61.07,HND,Honduras
2031,61.39,HND,Honduras
2032,61.72,HND,Honduras
2033,62.05,HND,Honduras
2034,62.4,HND,Honduras
2035,62.75,HND,Honduras
2036,63.11,HND,Honduras
2037,63.46,HND,Honduras
2038,63.82,HND,Honduras
2039,64.18,HND,Honduras
2040,64.54,HND,Honduras
2024,78.74,HPC,Heavily indebted poor countries (HIPC)
2025,72.38,HPC,Heavily indebted poor countries (HIPC)
2026,60.7,HPC,Heavily indebted poor countries (HIPC)
2027,60.8,HPC,Heavily indebted poor countries (HIPC)
2028,60.99,HPC,Heavily indebted poor countries (HIPC)
2029,61.32,HPC,Heavily indebted poor countries (HIPC)
2030,61.65,HPC,Heavily indebted poor countries (HIPC)
2031,61.98,HPC,Heavily indebted poor countries (HIPC)
2032,62.31,HPC,Heavily indebted poor countries (HIPC)
2033,62.65,HPC,Heavily indebted poor countries (HIPC)
2034,62.99,HPC,Heavily indebted poor countries (HIPC)
2035,63.33,HPC,Heavily indebted poor countries (HIPC)
2036,63.69,HPC,Heavily indebted poor countries (HIPC)
2037,64.05,HPC,Heavily indebted poor countries (HIPC)
2038,64.42,HPC,Heavily indebted poor countries (HIPC)
2039,64.78,HPC,Heavily indebted poor countries (HIPC)
2040,65.15,HPC,Heavily indebted poor countries (HIPC)
2024,63.88,HRV,Croatia
2025,62.56,HRV,Croatia
2026,60.22,HRV,Croatia
2027,56.38,HRV,Croatia
2028,56.67,HRV,Croatia
2029,57.03,HRV,Croatia
2030,57.4,HRV,Croatia
2031,57.76,HRV,Croatia
2032,58.15,HRV,Croatia
2033,58.53,HRV,Croatia
2034,58.92,HRV,Croatia
2035,59.31,HRV,Croatia
2036,59.7,HRV,Croatia
2037,60.1,HRV,Croatia
2038,60.49,HRV,Croatia
2039,60.89,HRV,Croatia
2040,61.29,HRV,Croatia
2024,5.71,HTI,Haiti
2025,5.71,HTI,Haiti
2026,5.71,HTI,Haiti
2027,5.71,HTI,Haiti
2028,5.71,HTI,Haiti
2029,59.5,HTI,Haiti
2030,59.89,HTI,Haiti
2031,60.27,HTI,Haiti
2032,60.65,HTI,Haiti
2033,61.02,HTI,Haiti
2034,61.39,HTI,Haiti
2035,61.75,HTI,Haiti
2036,62.11,HTI,Haiti
2037,62.46,HTI,Haiti
2038,62.81,HTI,Haiti
2039,63.16,HTI,Haiti
2040,63.5,HTI,Haiti
2024,50.99,HUN,Hungary
2025,52.49,HUN,Hungary
2026,54.04,HUN,Hungary
2027,55.98,HUN,Hungary
2028,56.51,HUN,Hungary
2029,56.87,HUN,Hungary
2030,57.23,HUN,Hungary
2031,57.6,HUN,Hungary
2032,57.98,HUN,Hungary
2033,58.37,HUN,Hungary
2034,58.75,HUN,Hungary
2035,59.14,HUN,Hungary
2036,59.53,HUN,Hungary
2037,59.93,HUN,Hungary
2038,60.32,HUN,Hungary
2039,60.72,HUN,Hungary
2040,61.12,HUN,Hungary
2024,57.3,IBD,IBRD only
2025,57.96,IBD,IBRD only
2026,58.49,IBD,IBRD only
2027,58.53,IBD,IBRD only
2028,58.69,IBD,IBRD only
2029,59.04,IBD,IBRD only
2030,59.4,IBD,IBRD only
2031,59.76,IBD,IBRD only
2032,60.13,IBD,IBRD only
2033,60.49,IBD,IBRD only
2034,60.86,IBD,IBRD only
2035,61.23,IBD,IBRD only
2036,61.61,IBD,IBRD only
2037,61.98,IBD,IBRD only
2038,62.36,IBD,IBRD only
2039,62.74,IBD,IBRD only
2040,63.12,IBD,IBRD only
2024,61.15,IBT,IDA & IBRD total
2025,60.75,IBT,IDA & IBRD total
2026,59.92,IBT,IDA & IBRD total
2027,59.97,IBT,IDA & IBRD total
2028,60.16,IBT,IDA & IBRD total
2029,60.52,IBT,IDA & IBRD total
2030,60.87,IBT,IDA & IBRD total
2031,61.24,IBT,IDA & IBRD total
2032,61.6,IBT,IDA & IBRD total
2033,61.96,IBT,IDA & IBRD total
2034,62.33,IBT,IDA & IBRD total
2035,62.7,IBT,IDA & IBRD total
2036,63.08,IBT,IDA & IBRD total
2037,63.45,IBT,IDA & IBRD total
2038,63.83,IBT,IDA & IBRD total
2039,64.21,IBT,IDA & IBRD total
2040,64.58,IBT,IDA & IBRD total
2024,75.7,IDA,IDA total
2025,70.09,IDA,IDA total
2026,60.64,IDA,IDA total
2027,60.75,IDA,IDA total
2028,60.94,IDA,IDA total
2029,61.27,IDA,IDA total
2030,61.6,IDA,IDA total
2031,61.93,IDA,IDA total
2032,62.27,IDA,IDA total
2033,62.61,IDA,IDA total
2034,62.96,IDA,IDA total
2035,63.3,IDA,IDA total
2036,63.65,IDA,IDA total
2037,64.0,IDA,IDA total
2038,64.37,IDA,IDA total
2039,64.74,IDA,IDA total
2040,65.11,IDA,IDA total
2024,74.76,IDB,IDA blend
2025,69.31,IDB,IDA blend
2026,60.38,IDB,IDA blend
2027,60.51,IDB,IDA blend
2028,60.7,IDB,IDA blend
2029,61.04,IDB,IDA blend
2030,61.38,IDB,IDA blend
2031,61.72,IDB,IDA blend
2032,62.07,IDB,IDA blend
2033,62.43,IDB,IDA blend
2034,62.79,IDB,IDA blend
2035,63.16,IDB,IDA blend
2036,63.53,IDB,IDA blend
2037,63.9,IDB,IDA blend
2038,64.27,IDB,IDA blend
2039,64.65,IDB,IDA blend
2040,65.02,IDB,IDA blend
2024,59.8,IDN,Indonesia
2025,59.93,IDN,Indonesia
2026,59.41,IDN,Indonesia
2027,59.42,IDN,Indonesia
2028,59.58,IDN,Indonesia
2029,59.92,IDN,Indonesia
2030,60.26,IDN,Indonesia
2031,60.6,IDN,Indonesia
2032,60.96,IDN,Indonesia
2033,61.32,IDN,Indonesia
2034,61.69,IDN,Indonesia
2035,62.05,IDN,Indonesia
2036,62.42,IDN,Indonesia
2037,62.79,IDN,Indonesia
2038,63.17,IDN,Indonesia
2039,63.54,IDN,Indonesia
2040,63.92,IDN,Indonesia
2024,76.52,IDX,IDA only
2025,70.77,IDX,IDA only
2026,60.57,IDX,IDA only
2027,60.67,IDX,IDA only
2028,60.86,IDX,IDA only
2029,61.19,IDX,IDA only
2030,61.53,IDX,IDA only
2031,61.86,IDX,IDA only
2032,62.2,IDX,IDA only
2033,62.54,IDX,IDA only
2034,62.89,IDX,IDA only
2035,63.23,IDX,IDA only
2036,63.6,IDX,IDA only
2037,63.96,IDX,IDA only
2038,64.33,IDX,IDA only
2039,64.7,IDX,IDA only
2040,65.07,IDX,IDA only
2024,5.71,IMN,Isle of Man
2025,5.71,IMN,Isle of Man
2026,5.71,IMN,Isle of Man
2027,5.71,IMN,Isle of Man
2028,5.71,IMN,Isle of Man
2029,59.89,IMN,Isle of Man
2030,60.28,IMN,Isle of Man
2031,60.66,IMN,Isle of Man
2032,61.04,IMN,Isle of Man
2033,61.42,IMN,Isle of Man
2034,61.79,IMN,Isle of Man
2035,62.16,IMN,Isle of Man
2036,62.52,IMN,Isle of Man
2037,62.88,IMN,Isle of Man
2038,63.23,IMN,Isle of Man
2039,63.58,IMN,Isle of Man
2040,63.93,IMN,Isle of Man
2024,67.48,IND,India
2025,66.11,IND,India
2026,63.27,IND,India
2027,59.58,IND,India
2028,59.84,IND,India
2029,60.2,IND,India
2030,60.57,IND,India
2031,60.96,IND,India
2032,61.34,IND,India
2033,61.73,IND,India
2034,62.11,IND,India
2035,62.5,IND,India
2036,62.89,IND,India
2037,63.29,IND,India
2038,63.68,IND,India
2039,64.07,IND,India
2040,64.47,IND,India
2024,53.64,IRL,Ireland
2025,55.61,IRL,Ireland
2026,57.46,IRL,Ireland
2027,59.92,IRL,Ireland
2028,60.2,IRL,Ireland
2029,60.65,IRL,Ireland
2030,61.09,IRL,Ireland
2031,61.54,IRL,Ireland
2032,61.98,IRL,Ireland
2033,62.42,IRL,Ireland
2034,62.87,IRL,Ireland
2035,63.31,IRL,Ireland
2036,63.75,IRL,Ireland
2037,64.18,IRL,Ireland
2038,64.62,IRL,Ireland
2039,65.05,IRL,Ireland
2040,65.48,IRL,Ireland
2024,39.92,IRN,"Iran, Islamic Rep."
2025,44.1,IRN,"Iran, Islamic Rep."
2026,49.7,IRN,"Iran, Islamic Rep."
2027,56.17,IRN,"Iran, Islamic Rep."
2028,56.45,IRN,"Iran, Islamic Rep."
2029,56.77,IRN,"Iran, Islamic Rep."
2030,57.09,IRN,"Iran, Islamic Rep."
2031,57.42,IRN,"Iran, Islamic Rep."
2032,57.76,IRN,"Iran, Islamic Rep."
2033,58.1,IRN,"Iran, Islamic Rep."
2034,58.45,IRN,"Iran, Islamic Rep."
2035,58.79,IRN,"Iran, Islamic Rep."
2036,59.14,IRN,"Iran, Islamic Rep."
2037,59.5,IRN,"Iran, Islamic Rep."
2038,59.85,IRN,"Iran, Islamic Rep."
2039,60.21,IRN,"Iran, Islamic Rep."
2040,60.57,IRN,"Iran, Islamic Rep."
2024,44.21,IRQ,Iraq
2025,48.21,IRQ,Iraq
2026,53.31,IRQ,Iraq
2027,59.31,IRQ,Iraq
2028,59.74,IRQ,Iraq
2029,60.07,IRQ,Iraq
2030,60.41,IRQ,Iraq
2031,60.75,IRQ,Iraq
2032,61.1,IRQ,Iraq
2033,61.46,IRQ,Iraq
2034,61.82,IRQ,Iraq
2035,62.18,IRQ,Iraq
2036,62.55,IRQ,Iraq
2037,62.92,IRQ,Iraq
2038,63.29,IRQ,Iraq
2039,63.66,IRQ,Iraq
2040,64.04,IRQ,Iraq
2024,61.35,ISL,Iceland
2025,47.42,ISL,Iceland
2026,19.23,ISL,Iceland
2027,5.88,ISL,Iceland
2028,5.88,ISL,Iceland
2029,5.88,ISL,Iceland
2030,5.89,ISL,Iceland
2031,5.89,ISL,Iceland
2032,5.89,ISL,Iceland
2033,5.89,ISL,Iceland
2034,5.9,ISL,Iceland
2035,5.9,ISL,Iceland
2036,5.9,ISL,Iceland
2037,5.9,ISL,Iceland
2038,5.9,ISL,Iceland
2039,5.9,ISL,Iceland
2040,5.91,ISL,Iceland
2024,39.37,ISR,Israel
2025,44.29,ISR,Israel
2026,49.82,ISR,Israel
2027,55.72,ISR,Israel
2028,55.94,ISR,Israel
2029,56.4,ISR,Israel
2030,56.86,ISR,Israel
2031,57.32,ISR,Israel
2032,57.78,ISR,Israel
2033,58.24,ISR,Israel
2034,58.71,ISR,Israel
2035,59.17,ISR,Israel
2036,59.63,ISR,Israel
2037,60.08,ISR,Israel
2038,60.49,ISR,Israel
2039,60.86,ISR,Israel
2040,61.22,ISR,Israel
2024,54.34,ITA,Italy
2025,55.16,ITA,Italy
2026,55.58,ITA,Italy
2027,56.73,ITA,Italy
2028,57.16,ITA,Italy
2029,57.55,ITA,Italy
2030,57.95,ITA,Italy
2031,58.34,ITA,Italy
2032,58.74,ITA,Italy
2033,59.15,ITA,Italy
2034,59.55,ITA,Italy
2035,59.96,ITA,Italy
2036,60.36,ITA,Italy
2037,60.78,ITA,Italy
2038,61.2,ITA,Italy
2039,61.62,ITA,Italy
2040,62.04,ITA,Italy
2024,52.92,JAM,Jamaica
2025,55.14,JAM,Jamaica
2026,57.05,JAM,Jamaica
2027,59.88,JAM,Jamaica
2028,60.07,JAM,Jamaica
2029,60.41,JAM,Jamaica
2030,60.74,JAM,Jamaica
2031,61.08,JAM,Jamaica
2032,61.43,JAM,Jamaica
2033,61.78,JAM,Jamaica
2034,62.14,JAM,Jamaica
2035,62.51,JAM,Jamaica
2036,62.88,JAM,Jamaica
2037,63.25,JAM,Jamaica
2038,63.62,JAM,Jamaica
2039,63.99,JAM,Jamaica
2040,64.36,JAM,Jamaica
2024,50.76,JOR,Jordan
2025,53.33,JOR,Jordan
2026,55.8,JOR,Jordan
2027,58.57,JOR,Jordan
2028,59.02,JOR,Jordan
2029,59.34,JOR,Jordan
2030,59.68,JOR,Jordan
2031,60.01,JOR,Jordan
2032,60.36,JOR,Jordan
2033,60.72,JOR,Jordan
2034,61.07,JOR,Jordan
2035,61.43,JOR,Jordan
2036,61.79,JOR,Jordan
2037,62.16,JOR,Jordan
2038,62.52,JOR,Jordan
2039,62.89,JOR,Jordan
2040,63.26,JOR,Jordan
2024,41.36,JPN,Japan
2025,44.59,JPN,Japan
2026,48.27,JPN,Japan
2027,52.76,JPN,Japan
2028,53.05,JPN,Japan
2029,53.46,JPN,Japan
2030,53.87,JPN,Japan
2031,54.29,JPN,Japan
2032,54.7,JPN,Japan
2033,55.12,JPN,Japan
2034,55.54,JPN,Japan
2035,55.96,JPN,Japan
2036,56.38,JPN,Japan
2037,56.81,JPN,Japan
2038,57.23,JPN,Japan
2039,57.66,JPN,Japan
2040,58.08,JPN,Japan
2024,37.77,KAZ,Kazakhstan
2025,42.1,KAZ,Kazakhstan
2026,48.06,KAZ,Kazakhstan
2027,54.69,KAZ,Kazakhstan
2028,55.07,KAZ,Kazakhstan
2029,55.4,KAZ,Kazakhstan
2030,55.75,KAZ,Kazakhstan
2031,56.1,KAZ,Kazakhstan
2032,56.46,KAZ,Kazakhstan
2033,56.81,KAZ,Kazakhstan
2034,57.17,KAZ,Kazakhstan
2035,57.53,KAZ,Kazakhstan
2036,57.9,KAZ,Kazakhstan
2037,58.27,KAZ,Kazakhstan
2038,58.64,KAZ,Kazakhstan
2039,59.01,KAZ,Kazakhstan
2040,59.38,KAZ,Kazakhstan
2024,80.55,KEN,Kenya
2025,77.03,KEN,Kenya
2026,70.95,KEN,Kenya
2027,60.77,KEN,Kenya
2028,60.98,KEN,Kenya
2029,61.31,KEN,Kenya
2030,61.65,KEN,Kenya
2031,61.98,KEN,Kenya
2032,62.32,KEN,Kenya
2033,62.68,KEN,Kenya
2034,63.03,KEN,Kenya
2035,63.4,KEN,Kenya
2036,63.76,KEN,Kenya
2037,64.12,KEN,Kenya
2038,64.49,KEN,Kenya
2039,64.86,KEN,Kenya
2040,65.23,KEN,Kenya
2024,63.42,KGZ,Kyrgyz Republic
2025,62.41,KGZ,Kyrgyz Republic
2026,60.36,KGZ,Kyrgyz Republic
2027,58.45,KGZ,Kyrgyz Republic
2028,58.62,KGZ,Kyrgyz Republic
2029,58.93,KGZ,Kyrgyz Republic
2030,59.25,KGZ,Kyrgyz Republic
2031,59.58,KGZ,Kyrgyz Republic
2032,59.92,KGZ,Kyrgyz Republic
2033,60.26,KGZ,Kyrgyz Republic
2034,60.61,KGZ,Kyrgyz Republic
2035,60.96,KGZ,Kyrgyz Republic
2036,61.31,KGZ,Kyrgyz Republic
2037,61.66,KGZ,Kyrgyz Republic
2038,62.02,KGZ,Kyrgyz Republic
2039,62.38,KGZ,Kyrgyz Republic
2040,62.74,KGZ,Kyrgyz Republic
2024,75.18,KHM,Cambodia
2025,72.05,KHM,Cambodia
2026,67.51,KHM,Cambodia
2027,60.02,KHM,Cambodia
2028,60.14,KHM,Cambodia
2029,60.46,KHM,Cambodia
2030,60.78,KHM,Cambodia
2031,61.11,KHM,Cambodia
2032,61.43,KHM,Cambodia
2033,61.77,KHM,Cambodia
2034,62.11,KHM,Cambodia
2035,62.46,KHM,Cambodia
2036,62.82,KHM,Cambodia
2037,63.17,KHM,Cambodia
2038,63.53,KHM,Cambodia
2039,63.89,KHM,Cambodia
2040,64.25,KHM,Cambodia
2024,5.71,KIR,Kiribati
2025,5.71,KIR,Kiribati
2026,5.71,KIR,Kiribati
2027,5.71,KIR,Kiribati
2028,5.71,KIR,Kiribati
2029,59.54,KIR,Kiribati
2030,59.92,KIR,Kiribati
2031,60.31,KIR,Kiribati
2032,60.68,KIR,Kiribati
2033,61.05,KIR,Kiribati
2034,61.42,KIR,Kiribati
2035,61.79,KIR,Kiribati
2036,62.14,KIR,Kiribati
2037,62.5,KIR,Kiribati
2038,62.85,KIR,Kiribati
2039,63.2,KIR,Kiribati
2040,63.54,KIR,Kiribati
2024,5.71,KNA,St. Kitts and Nevis
2025,5.71,KNA,St. Kitts and Nevis
2026,5.71,KNA,St. Kitts and Nevis
2027,5.71,KNA,St. Kitts and Nevis
2028,5.71,KNA,St. Kitts and Nevis
2029,61.07,KNA,St. Kitts and Nevis
2030,61.47,KNA,St. Kitts and Nevis
2031,61.87,KNA,St. Kitts and Nevis
2032,62.26,KNA,St. Kitts and Nevis
2033,62.64,KNA,St. Kitts and Nevis
2034,63.02,KNA,St. Kitts and Nevis
2035,63.4,KNA,St. Kitts and Nevis
2036,63.77,KNA,St. Kitts and Nevis
2037,64.14,KNA,St. Kitts and Nevis
2038,64.5,KNA,St. Kitts and Nevis
2039,64.86,KNA,St. Kitts and Nevis
2040,65.22,KNA,St. Kitts and Nevis
2024,27.46,KOR,"Korea, Rep."
2025,32.39,KOR,"Korea, Rep."
2026,38.68,KOR,"Korea, Rep."
2027,46.61,KOR,"Korea, Rep."
2028,47.29,KOR,"Korea, Rep."
2029,47.71,KOR,"Korea, Rep."
2030,48.13,KOR,"Korea, Rep."
2031,48.56,KOR,"Korea, Rep."
2032,48.98,KOR,"Korea, Rep."
2033,49.41,KOR,"Korea, Rep."
2034,49.84,KOR,"Korea, Rep."
2035,50.27,KOR,"Korea, Rep."
2036,50.68,KOR,"Korea, Rep."
2037,51.06,KOR,"Korea, Rep."
2038,51.4,KOR,"Korea, Rep."
2039,51.72,KOR,"Korea, Rep."
2040,52.04,KOR,"Korea, Rep."
2024,11.25,KWT,Kuwait
2025,18.0,KWT,Kuwait
2026,27.0,KWT,Kuwait
2027,38.02,KWT,Kuwait
2028,38.11,KWT,Kuwait
2029,38.48,KWT,Kuwait
2030,38.85,KWT,Kuwait
2031,39.22,KWT,Kuwait
2032,39.59,KWT,Kuwait
2033,39.97,KWT,Kuwait
2034,40.35,KWT,Kuwait
2035,40.73,KWT,Kuwait
2036,41.12,KWT,Kuwait
2037,41.5,KWT,Kuwait
2038,41.93,KWT,Kuwait
2039,42.39,KWT,Kuwait
2040,42.85,KWT,Kuwait
2024,64.43,LAC,Latin America & Caribbean (excluding high income)
2025,62.48,LAC,Latin America & Caribbean (excluding high income)
2026,58.61,LAC,Latin America & Caribbean (excluding high income)
2027,58.7,LAC,Latin America & Caribbean (excluding high income)
2028,58.87,LAC,Latin America & Caribbean (excluding high income)
2029,59.2,LAC,Latin America & Caribbean (excluding high income)
2030,59.55,LAC,Latin America & Caribbean (excluding high income)
2031,59.89,LAC,Latin America & Caribbean (excluding high income)
2032,60.24,LAC,Latin America & Caribbean (excluding high income)
2033,60.59,LAC,Latin America & Caribbean (excluding high income)
2034,60.96,LAC,Latin America & Caribbean (excluding high income)
2035,61.33,LAC,Latin America & Caribbean (excluding high income)
2036,61.7,LAC,Latin America & Caribbean (excluding high income)
2037,62.07,LAC,Latin America & Caribbean (excluding high income)
2038,62.45,LAC,Latin America & Caribbean (excluding high income)
2039,62.83,LAC,Latin America & Caribbean (excluding high income)
2040,63.21,LAC,Latin America & Caribbean (excluding high income)
2024,75.97,LAO,Lao PDR
2025,74.25,LAO,Lao PDR
2026,71.17,LAO,Lao PDR
2027,66.21,LAO,Lao PDR
2028,59.19,LAO,Lao PDR
2029,59.51,LAO,Lao PDR
2030,59.82,LAO,Lao PDR
2031,60.14,LAO,Lao PDR
2032,60.46,LAO,Lao PDR
2033,60.79,LAO,Lao PDR
2034,61.13,LAO,Lao PDR
2035,61.48,LAO,Lao PDR
2036,61.83,LAO,Lao PDR
2037,62.18,LAO,Lao PDR
2038,62.53,LAO,Lao PDR
2039,62.88,LAO,Lao PDR
2040,63.24,LAO,Lao PDR
2024,46.84,LBN,Lebanon
2025,51.12,LBN,Lebanon
2026,55.67,LBN,Lebanon
2027,60.05,LBN,Lebanon
2028,60.16,LBN,Lebanon
2029,60.48,LBN,Lebanon
2030,60.8,LBN,Lebanon
2031,61.13,LBN,Lebanon
2032,61.46,LBN,Lebanon
2033,61.79,LBN,Lebanon
2034,62.13,LBN,Lebanon
2035,62.48,LBN,Lebanon
2036,62.84,LBN,Lebanon
2037,63.19,LBN,Lebanon
2038,63.55,LBN,Lebanon
2039,63.91,LBN,Lebanon
2040,64.27,LBN,Lebanon
2024,5.71,LBR,Liberia
2025,5.71,LBR,Liberia
2026,5.71,LBR,Liberia
2027,5.71,LBR,Liberia
2028,5.71,LBR,Liberia
2029,59.43,LBR,Liberia
2030,59.81,LBR,Liberia
2031,60.19,LBR,Liberia
2032,60.57,LBR,Liberia
2033,60.94,LBR,Liberia
2034,61.31,LBR,Liberia
2035,61.67,LBR,Liberia
2036,62.03,LBR,Liberia
2037,62.38,LBR,Liberia
2038,62.73,LBR,Liberia
2039,63.08,LBR,Liberia
2040,63.42,LBR,Liberia
2024,36.35,LBY,Libya
2025,41.23,LBY,Libya
2026,47.09,LBY,Libya
2027,54.47,LBY,Libya
2028,56.55,LBY,Libya
2029,56.86,LBY,Libya
2030,57.18,LBY,Libya
2031,57.51,LBY,Libya
2032,57.85,LBY,Libya
2033,58.19,LBY,Libya
2034,58.53,LBY,Libya
2035,58.88,LBY,Libya
2036,59.23,LBY,Libya
2037,59.58,LBY,Libya
2038,59.94,LBY,Libya
2039,60.3,LBY,Libya
2040,60.65,LBY,Libya
2024,5.71,LCA,St. Lucia
2025,5.71,LCA,St. Lucia
2026,5.71,LCA,St. Lucia
2027,5.71,LCA,St. Lucia
2028,5.71,LCA,St. Lucia
2029,60.41,LCA,St. Lucia
2030,60.81,LCA,St. Lucia
2031,61.2,LCA,St. Lucia
2032,61.58,LCA,St. Lucia
2033,61.96,LCA,St. Lucia
2034,62.34,LCA,St. Lucia
2035,62.71,LCA,St. Lucia
2036,63.08,LCA,St. Lucia
2037,63.44,LCA,St. Lucia
2038,63.8,LCA,St. Lucia
2039,64.16,LCA,St. Lucia
2040,64.51,LCA,St. Lucia
2024,63.98,LCN,Latin America & Caribbean
2025,62.23,LCN,Latin America & Caribbean
2026,58.54,LCN,Latin America & Caribbean
2027,58.63,LCN,Latin America & Caribbean
2028,58.81,LCN,Latin America & Caribbean
2029,59.15,LCN,Latin America & Caribbean
2030,59.5,LCN,Latin America & Caribbean
2031,59.85,LCN,Latin America & Caribbean
2032,60.2,LCN,Latin America & Caribbean
2033,60.55,LCN,Latin America & Caribbean
2034,60.91,LCN,Latin America & Caribbean
2035,61.29,LCN,Latin America & Caribbean
2036,61.66,LCN,Latin America & Caribbean
2037,62.04,LCN,Latin America & Caribbean
2038,62.41,LCN,Latin America & Caribbean
2039,62.79,LCN,Latin America & Caribbean
2040,63.17,LCN,Latin America & Caribbean
2024,77.4,LDC,Least developed countries: UN classification
2025,71.43,LDC,Least developed countries: UN classification
2026,60.64,LDC,Least developed countries: UN classification
2027,60.73,LDC,Least developed countries: UN classification
2028,60.92,LDC,Least developed countries: UN classification
2029,61.25,LDC,Least developed countries: UN classification
2030,61.58,LDC,Least developed countries: UN classification
2031,61.92,LDC,Least developed countries: UN classification
2032,62.26,LDC,Least developed countries: UN classification
2033,62.6,LDC,Least developed countries: UN classification
2034,62.94,LDC,Least developed countries: UN classification
2035,63.29,LDC,Least developed countries: UN classification
2036,63.65,LDC,Least developed countries: UN classification
2037,64.01,LDC,Least developed countries: UN classification
2038,64.38,LDC,Least developed countries: UN classification
2039,64.75,LDC,Least developed countries: UN classification
2040,65.12,LDC,Least developed countries: UN classification
2024,5.71,LIE,Liechtenstein
2025,5.71,LIE,Liechtenstein
2026,5.71,LIE,Liechtenstein
2027,5.71,LIE,Liechtenstein
2028,5.71,LIE,Liechtenstein
2029,69.54,LIE,Liechtenstein
2030,69.89,LIE,Liechtenstein
2031,70.22,LIE,Liechtenstein
2032,70.55,LIE,Liechtenstein
2033,70.88,LIE,Liechtenstein
2034,71.19,LIE,Liechtenstein
2035,71.5,LIE,Liechtenstein
2036,71.79,LIE,Liechtenstein
2037,72.08,LIE,Liechtenstein
2038,72.37,LIE,Liechtenstein
2039,72.64,LIE,Liechtenstein
2040,72.9,LIE,Liechtenstein
2024,73.48,LKA,Sri Lanka
2025,71.2,LKA,Sri Lanka
2026,66.9,LKA,Sri Lanka
2027,60.29,LKA,Sri Lanka
2028,60.54,LKA,Sri Lanka
2029,60.87,LKA,Sri Lanka
2030,61.2,LKA,Sri Lanka
2031,61.54,LKA,Sri Lanka
2032,61.88,LKA,Sri Lanka
2033,62.23,LKA,Sri Lanka
2034,62.59,LKA,Sri Lanka
2035,62.95,LKA,Sri Lanka
2036,63.32,LKA,Sri Lanka
2037,63.68,LKA,Sri Lanka
2038,64.05,LKA,Sri Lanka
2039,64.42,LKA,Sri Lanka
2040,64.79,LKA,Sri Lanka
2024,61.66,LMY,Low & middle income
2025,61.0,LMY,Low & middle income
2026,59.82,LMY,Low & middle income
2027,59.89,LMY,Low & middle income
2028,60.08,LMY,Low & middle income
2029,60.44,LMY,Low & middle income
2030,60.79,LMY,Low & middle income
2031,61.16,LMY,Low & middle income
2032,61.52,LMY,Low & middle income
2033,61.89,LMY,Low & middle income
2034,62.25,LMY,Low & middle income
2035,62.63,LMY,Low & middle income
2036,63.0,LMY,Low & middle income
2037,63.37,LMY,Low & middle income
2038,63.75,LMY,Low & middle income
2039,64.13,LMY,Low & middle income
2040,64.51,LMY,Low & middle income
2024,5.71,LSO,Lesotho
